tt0800369;Thor;2011;7.0;Action,Adventure,Fantasy;115;150000000;PG
tt1201607;Harry Potter and the Deathly Hallows: Part 2;2011;8.1;Adventure,Fantasy,Mystery;130;125000000;PG
