tt0848228;Taiwan;25 April 2012;
tt0848228;Argentina;26 April 2012;
tt0848228;Austria;26 April 2012;
tt0848228;Bolivia;26 April 2012;
tt0848228;Chile;26 April 2012;
tt0848228;Germany;26 April 2012;
tt0848228;Denmark;26 April 2012;
tt0848228;Dominican Republic;26 April 2012;
tt0848228;UK;26 April 2012;
tt0848228;Greece;26 April 2012;
tt0848228;Hong Kong;26 April 2012;
tt0848228;Hungary;26 April 2012;
tt0848228;Ireland;26 April 2012;
tt0848228;South Korea;26 April 2012;
tt0848228;Malaysia;26 April 2012;
tt0848228;Peru;26 April 2012;
tt0848228;South Africa;26 April 2012;
tt0848228;Brazil;27 April 2012;
tt0848228;Colombia;27 April 2012;
tt0848228;Costa Rica;27 April 2012;
tt0848228;Ecuador;27 April 2012;
tt0848228;Spain;27 April 2012;
tt0848228;Finland;27 April 2012;
tt0848228;Guatemala;27 April 2012;
tt0848228;India;27 April 2012;
tt0848228;Iceland;27 April 2012;
tt0848228;Mexico;27 April 2012;
tt0848228;Norway;27 April 2012;
tt0848228;Panama;27 April 2012;
tt0848228;Paraguay;27 April 2012;
tt0848228;Sweden;27 April 2012;
tt0848228;Uruguay;27 April 2012;
tt0848228;Venezuela;27 April 2012;
tt0848228;Vietnam;27 April 2012;
tt0848228;USA;28 April 2012;(Tribeca Film Festival)
tt0848228;Bulgaria;1 May 2012;
tt0848228;Latvia;1 May 2012;
tt0848228;Singapore;1 May 2012;
tt0848228;Thailand;1 May 2012;
tt0848228;Egypt;2 May 2012;
tt0848228;Serbia;2 May 2012;
tt0848228;United Arab Emirates;3 May 2012;
tt0848228;Bahrain;3 May 2012;
tt0848228;Czech Republic;3 May 2012;
tt0848228;Croatia;3 May 2012;
tt0848228;Kuwait;3 May 2012;
tt0848228;Kazakhstan;3 May 2012;
tt0848228;Lebanon;3 May 2012;
tt0848228;Serbia;3 May 2012;
tt0848228;Russia;3 May 2012;
tt0848228;Slovenia;3 May 2012;
tt0848228;Slovakia;3 May 2012;
tt0848228;Ukraine;3 May 2012;
tt0848228;Canada;4 May 2012;
tt0848228;Estonia;4 May 2012;
tt0848228;Ghana;4 May 2012;
tt0848228;Indonesia;4 May 2012;
tt0848228;Lithuania;4 May 2012;
tt0848228;Nigeria;4 May 2012;
tt0848228;Romania;4 May 2012;
tt0848228;Turkey;4 May 2012;
tt0848228;USA;4 May 2012;
tt0848228;Armenia;10 May 2012;
tt0848228;Israel;10 May 2012;
tt0848228;Macedonia;11 May 2012;
tt0848228;Pakistan;11 May 2012;
tt0848228;Poland;11 May 2012;
tt0848228;Cambodia;17 May 2012;
tt0848228;Georgia;31 May 2012;
tt0848228;Bangladesh;3 August 2012;
tt0848228;Japan;14 August 2012;
