tt1392170;USA;12 March 2012;(Los Angeles, California) (premiere)
tt1392170;Argentina;21 March 2012;(Buenos Aires) (premiere)
tt1392170;Belgium;21 March 2012;
tt1392170;France;21 March 2012;
tt1392170;Netherlands;21 March 2012;
tt1392170;United Arab Emirates;22 March 2012;
tt1392170;Australia;22 March 2012;
tt1392170;Bahrain;22 March 2012;
tt1392170;Chile;22 March 2012;
tt1392170;Czech Republic;22 March 2012;
tt1392170;Germany;22 March 2012;
tt1392170;Denmark;22 March 2012;
tt1392170;Greece;22 March 2012;
tt1392170;Hong Kong;22 March 2012;
tt1392170;Croatia;22 March 2012;
tt1392170;Hungary;22 March 2012;
tt1392170;Indonesia;22 March 2012;
tt1392170;Israel;22 March 2012;
tt1392170;Kuwait;22 March 2012;
tt1392170;Lebanon;22 March 2012;
tt1392170;Malaysia;22 March 2012;
tt1392170;New Zealand;22 March 2012;
tt1392170;Peru;22 March 2012;
tt1392170;Philippines;22 March 2012;
tt1392170;Portugal;22 March 2012;
tt1392170;Russia;22 March 2012;
tt1392170;Singapore;22 March 2012;
tt1392170;Slovenia;22 March 2012;
tt1392170;Slovakia;22 March 2012;
tt1392170;Thailand;22 March 2012;
tt1392170;Ukraine;22 March 2012;
tt1392170;Uruguay;22 March 2012;
tt1392170;Argentina;23 March 2012;
tt1392170;Austria;23 March 2012;
tt1392170;Bulgaria;23 March 2012;
tt1392170;Brazil;23 March 2012;
tt1392170;Canada;23 March 2012;
tt1392170;Colombia;23 March 2012;
tt1392170;Ecuador;23 March 2012;
tt1392170;Estonia;23 March 2012;
tt1392170;Finland;23 March 2012;
tt1392170;UK;23 March 2012;
tt1392170;Ireland;23 March 2012;
tt1392170;India;23 March 2012;
tt1392170;Iceland;23 March 2012;
tt1392170;Mexico;23 March 2012;
tt1392170;Norway;23 March 2012;
tt1392170;Panama;23 March 2012;
tt1392170;Pakistan;23 March 2012;
tt1392170;Poland;23 March 2012;
tt1392170;Romania;23 March 2012;
tt1392170;Sweden;23 March 2012;
tt1392170;Turkey;23 March 2012;
tt1392170;Taiwan;23 March 2012;
tt1392170;USA;23 March 2012;
tt1392170;Egypt;28 March 2012;
tt1392170;Serbia;28 March 2012;
tt1392170;Vietnam;30 March 2012;
tt1392170;Venezuela;4 April 2012;
tt1392170;Armenia;5 April 2012;
tt1392170;Georgia;5 April 2012;
tt1392170;Cambodia;5 April 2012;
tt1392170;South Korea;5 April 2012;
tt1392170;Lithuania;6 April 2012;
tt1392170;Latvia;13 April 2012;
tt1392170;South Africa;13 April 2012;
tt1392170;Spain;20 April 2012;
tt1392170;Nigeria;27 April 2012;
tt1392170;Italy;1 May 2012;
tt1392170;China;14 June 2012;
tt1392170;Bolivia;21 June 2012;
tt1392170;Japan;28 September 2012;
tt0848228;USA;11 April 2012;(Hollywood, California) (premiere)
tt0848228;Australia;25 April 2012;
tt0848228;Belgium;25 April 2012;
tt0848228;France;25 April 2012;
tt0848228;Italy;25 April 2012;
tt0848228;Netherlands;25 April 2012;
tt0848228;New Zealand;25 April 2012;
tt0848228;Philippines;25 April 2012;
tt0848228;Portugal;25 April 2012;
